NoRes,NoReplayGain,Downmix,ReplayGainFast,Freeformat,Stereo,CRC,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,MPEGMode,time
1,0,1,1,1,0,1,1,0,8,320,0,3,1.85
1,0,1,0,1,0,1,1,1,44,320,0,3,10.41
1,0,1,0,1,0,1,1,1,22,320,0,2,4.84
1,0,1,0,1,0,0,1,1,44,320,0,2,8.57
1,1,1,0,1,0,1,1,0,48,320,0,3,5.43
1,0,1,1,1,0,1,1,0,22,8,0,4,3.44
1,0,1,0,1,0,1,1,1,44,320,0,4,8.54
1,0,1,0,1,0,1,1,1,48,320,0,2,8.4
1,0,1,0,1,0,1,1,1,22,160,0,4,4.58
1,0,1,1,1,0,1,1,0,44,320,0,2,7.27
1,0,1,0,1,0,1,1,1,44,160,0,2,7.57
1,0,1,1,1,1,1,1,0,22,160,0,1,5.32
1,1,1,0,1,0,1,1,0,8,320,0,2,1.68
1,0,1,1,1,0,1,1,0,44,320,0,3,6.69
1,1,1,0,0,0,1,1,0,8,160,0,3,1.11
1,0,1,0,1,0,1,1,1,8,320,0,3,2.2
1,0,1,1,1,0,1,1,0,8,320,0,4,1.83
1,0,1,0,1,0,1,1,1,22,160,0,3,4.75
1,1,0,0,1,0,1,1,0,8,320,0,3,1.57
1,1,1,0,1,0,1,1,0,8,320,0,4,1.48
1,0,1,0,1,0,1,1,1,44,320,0,3,8.09
1,0,1,1,1,0,1,1,0,44,160,0,2,6.8
1,0,1,1,1,0,1,1,0,48,8,0,4,6.45
0,0,1,1,1,0,1,1,0,8,8,0,2,1.38
1,0,1,1,1,0,1,0,0,8,160,0,3,1.91
1,0,1,0,1,1,1,0,1,44,320,0,1,7.93
1,0,1,0,1,0,1,0,1,22,160,0,3,4.63
1,1,1,0,0,0,1,0,0,48,8,0,3,4.88
1,0,1,0,1,0,1,0,1,8,320,0,2,2.19
1,0,1,1,1,0,1,0,0,48,160,0,3,6.77
1,0,1,1,1,0,1,0,0,22,320,0,4,4.18
1,0,1,0,1,0,1,0,1,44,320,0,2,7.94
1,1,1,0,1,0,1,0,0,22,160,0,4,4.57
1,0,1,0,0,1,1,0,1,8,8,0,1,1.45
1,0,1,1,1,0,1,0,0,8,8,0,1,1.51
1,0,1,0,1,0,1,0,1,8,8,0,2,1.71
1,1,1,0,1,0,1,0,0,48,320,0,3,5.5
1,0,1,1,1,0,1,0,0,8,8,0,4,2.43
1,0,1,0,1,0,1,0,1,8,160,0,2,2.1
1,0,1,0,1,0,0,0,1,22,160,0,1,4.5
1,0,1,0,1,0,1,0,1,44,320,0,1,8.14
1,0,1,0,1,0,1,0,1,44,320,0,4,8.68
1,1,1,0,1,0,1,0,0,8,8,0,3,0.99
1,1,1,0,1,1,1,0,0,22,160,0,1,3.08
1,1,1,0,1,0,1,0,0,48,8,0,2,5.06
1,1,1,0,1,0,1,0,0,8,8,0,3,1.16
1,0,1,0,1,0,1,0,1,22,8,0,4,5.88
1,0,1,0,1,1,1,0,1,22,160,0,1,4.55
1,0,1,0,1,0,1,0,1,22,8,0,4,4.43
1,0,1,1,1,0,1,0,0,8,160,0,3,1.65
1,1,1,0,0,0,1,0,0,8,8,0,3,1.11
1,0,1,0,1,0,1,0,1,22,160,0,4,4.52
1,0,1,0,1,0,1,0,1,8,320,0,2,2.16
1,0,1,0,1,0,1,0,1,8,8,0,2,1.78
1,0,0,0,1,0,1,0,1,8,8,0,3,1.77
1,0,1,1,1,0,1,0,0,8,8,0,3,1.38
1,0,1,0,1,0,1,0,1,8,320,0,2,2.25
1,0,1,1,1,0,1,0,0,44,160,0,3,6.73
1,0,1,1,1,0,1,0,0,22,160,0,3,3.78
0,0,1,0,1,1,1,0,1,48,320,0,1,8.52
1,0,1,1,1,0,1,1,0,48,8,0,3,6.85
1,1,1,0,1,0,1,1,0,22,160,0,4,2.91
1,1,1,0,0,0,1,1,0,48,8,2,3,4.16
1,0,1,0,1,0,1,1,1,44,320,0,3,8.17
1,1,1,0,1,0,1,1,0,8,8,0,3,1.09
1,1,1,0,1,1,1,1,0,22,160,0,1,3.08
1,1,1,0,1,0,1,1,0,22,160,0,1,3.0
1,0,1,1,1,0,1,1,0,8,8,0,1,2.09
1,0,1,1,0,0,1,1,0,22,8,0,4,3.46
1,1,1,0,1,0,1,1,0,22,160,0,1,2.89
1,0,1,0,1,1,1,1,1,44,320,0,1,8.18
1,0,1,1,1,0,1,1,0,8,160,0,3,2.41
1,1,1,0,1,0,1,1,0,22,8,0,2,2.91
1,0,1,1,1,1,0,1,0,8,160,0,1,1.57
1,1,1,0,1,0,1,1,0,8,160,0,1,1.28
1,0,1,0,1,0,1,1,1,48,320,0,2,8.39
1,0,1,1,1,0,1,1,0,8,160,0,4,1.54
1,0,1,0,1,0,1,1,1,44,320,0,3,8.69
1,0,1,0,1,0,1,1,1,22,160,0,3,4.82
1,0,1,1,1,0,1,1,0,8,320,0,3,1.73
1,1,1,0,1,0,1,1,0,44,160,0,3,5.26
1,0,1,0,1,0,1,1,1,44,160,0,4,11.61
1,0,1,1,1,0,1,1,0,48,8,0,3,6.88
1,0,1,1,1,0,1,1,0,44,320,0,2,6.82
1,0,1,1,0,0,1,1,0,22,8,0,3,3.04
1,0,1,0,1,0,1,1,1,44,320,0,4,8.04
1,0,1,1,1,0,1,1,0,48,160,0,2,7.15
1,0,1,0,1,0,1,1,1,48,320,0,2,8.42
1,0,0,0,1,0,1,1,1,48,320,0,2,8.46
1,1,1,0,1,0,1,1,0,48,320,0,2,5.37
1,1,1,0,1,0,1,1,0,8,8,0,2,1.07
1,0,1,0,1,0,1,1,1,8,160,0,2,2.14
1,0,1,1,1,0,1,1,0,48,160,0,2,6.78
0,1,1,0,1,0,1,1,0,8,160,0,2,1.31
1,0,1,0,1,0,1,1,1,8,8,0,2,1.64
1,0,1,1,0,0,1,1,0,44,8,0,3,6.06
1,1,1,0,1,0,1,1,0,22,8,0,3,2.8
1,0,1,1,1,0,1,1,0,8,8,0,3,1.29
1,0,1,0,1,1,1,1,1,8,320,0,1,2.22
1,1,1,0,1,0,1,1,0,48,320,0,2,5.39
1,0,1,0,1,1,1,1,1,48,160,0,1,10.04
1,0,1,0,0,0,1,1,1,8,8,0,2,1.83
1,0,1,1,1,0,1,1,0,22,320,0,4,3.78
1,0,1,0,1,0,1,1,1,8,8,0,1,1.67
1,0,1,0,1,0,1,1,1,8,320,0,2,2.17
1,1,1,0,1,0,1,1,0,48,160,0,3,6.25
1,0,1,1,1,0,1,1,0,8,160,0,3,1.56
1,0,1,0,1,0,0,1,1,22,160,0,4,4.59
1,1,1,0,1,0,1,1,0,8,8,0,4,1.04
1,0,1,0,1,0,1,1,1,48,320,0,2,8.38
1,0,1,0,1,0,1,1,1,8,160,0,3,1.91
1,1,1,0,1,0,1,1,0,8,8,0,3,1.01
1,0,1,1,1,0,1,1,0,8,320,0,2,1.76
1,0,1,1,1,0,1,1,0,44,320,0,2,9.04
1,0,1,1,1,0,1,1,0,22,160,0,3,3.7
1,0,1,0,1,0,1,1,1,48,320,0,2,8.39
1,0,1,0,1,0,1,1,1,48,160,0,3,8.55
1,0,1,1,0,0,1,1,0,48,8,0,3,6.36
1,0,1,1,1,0,1,1,0,8,8,0,3,1.31
1,1,1,0,1,0,1,1,0,8,160,0,2,1.39
1,1,1,0,1,0,1,1,0,8,8,0,2,1.03
1,0,0,1,1,0,1,1,0,44,160,0,2,6.72
1,0,1,0,1,0,1,1,1,48,320,0,2,8.42
1,0,1,1,1,0,1,1,0,8,160,0,3,1.59
1,0,1,0,1,0,1,1,1,44,320,0,2,8.0
1,0,1,0,1,0,1,1,1,48,320,0,2,8.4
0,0,1,0,1,0,1,1,1,44,160,0,2,7.83
1,0,1,0,0,0,1,1,1,22,8,1,3,3.91
1,0,1,1,1,0,1,1,0,8,160,0,4,1.62
1,0,1,0,1,0,1,1,1,8,160,0,4,1.95
1,1,1,0,1,0,1,1,0,8,160,0,3,1.29
1,0,1,0,1,1,1,1,1,22,160,0,1,4.81
1,0,1,1,1,0,1,1,0,22,160,0,1,5.3
1,0,1,0,0,1,1,1,1,48,8,0,1,7.16
1,0,1,1,1,0,1,1,0,8,160,0,3,1.67
1,0,1,1,1,0,1,1,0,8,8,0,2,1.32
1,0,1,0,1,0,1,1,1,8,160,0,3,1.96
1,0,1,0,1,0,1,1,1,44,160,0,2,10.67
1,0,1,0,1,0,1,1,1,44,160,0,2,7.68
1,1,1,0,1,0,0,1,0,8,8,0,3,1.05
1,1,1,0,1,0,1,1,0,22,8,0,3,2.65
1,0,1,0,1,0,1,1,1,22,160,0,2,4.51
1,0,1,0,1,0,1,1,1,8,8,0,3,1.68
1,0,1,0,1,0,1,1,1,48,160,0,1,8.64
1,1,1,0,1,1,1,1,0,8,160,0,1,1.29
1,0,1,0,1,0,1,1,1,22,160,0,2,6.99
1,0,1,0,1,0,1,1,1,44,160,0,2,7.6
1,0,1,1,1,0,1,1,0,22,160,0,2,3.69
1,1,1,0,1,0,1,1,0,8,8,0,3,1.03
1,1,1,0,0,0,1,1,0,8,8,2,3,0.83
1,0,1,1,1,0,1,1,0,44,160,0,2,6.33
1,0,1,1,1,0,1,1,0,48,160,0,2,7.15
1,0,1,0,1,0,1,1,1,48,160,0,2,8.58
1,1,0,0,1,1,1,1,0,48,8,0,1,4.85
1,0,1,0,1,0,1,1,1,22,160,0,1,4.84
1,0,1,0,1,1,1,1,1,8,160,0,1,1.94
0,0,1,0,1,0,1,1,1,8,8,0,3,1.77
1,1,1,0,0,1,1,1,0,22,8,2,1,2.31
1,0,1,1,0,0,1,1,0,8,8,0,3,1.64
1,0,1,1,0,1,1,1,0,22,8,0,1,3.45
1,0,1,0,0,0,1,1,1,8,8,1,1,1.5
1,0,1,0,0,0,1,1,1,22,8,0,1,5.87
1,0,1,0,0,0,1,1,1,44,8,0,2,7.25
1,0,1,0,0,1,1,1,1,22,8,0,1,4.23
1,0,1,0,0,0,1,1,1,48,8,0,3,8.24
1,0,1,0,0,0,1,1,1,44,8,0,3,6.75
1,1,1,0,0,0,1,1,0,22,8,0,3,3.93
1,0,1,0,0,0,1,1,1,22,8,1,2,3.93
1,0,1,0,0,0,0,1,1,48,8,0,4,7.79
1,0,1,0,0,1,1,1,1,8,8,0,1,1.73
1,0,1,1,0,1,1,1,0,48,8,0,1,6.4
1,0,1,1,0,0,1,1,0,22,8,0,1,3.34
1,0,1,0,0,1,1,1,1,22,8,0,1,3.96
1,1,1,0,0,0,1,1,0,22,8,0,1,2.72
1,1,1,0,0,0,1,1,0,48,8,0,2,4.82
1,0,1,0,0,0,1,1,1,48,8,0,4,11.56
1,1,1,0,0,0,1,1,0,48,8,1,3,4.28
1,0,1,0,0,0,1,1,1,22,8,1,2,3.92
1,1,1,0,0,0,1,1,0,8,8,2,3,0.84
1,1,1,0,0,0,1,1,0,44,8,0,3,4.7
1,0,1,1,0,0,1,1,0,48,8,0,3,6.37
1,0,1,0,0,0,1,1,1,8,8,0,2,1.45
1,0,1,0,0,0,1,1,1,48,8,0,2,8.28
1,1,0,0,0,0,1,1,0,48,8,0,4,5.14
1,1,1,0,0,0,1,1,0,44,8,0,3,4.95
1,0,1,1,0,0,1,1,0,48,8,0,3,6.4
1,0,1,0,0,0,1,1,1,44,8,0,2,7.82
1,0,1,1,0,0,1,1,0,44,8,0,3,6.15
0,0,1,0,0,0,1,1,1,44,8,0,3,7.35
1,0,1,1,1,0,1,1,0,22,8,0,3,3.31
1,0,1,0,1,1,1,1,1,22,320,0,1,4.82
1,0,1,0,1,0,1,1,1,22,8,0,1,4.27
1,0,1,0,1,0,1,1,1,48,320,0,2,10.17
1,1,1,0,0,1,1,1,0,22,8,2,1,2.34
1,0,1,0,1,0,1,1,1,44,160,0,2,7.58
1,0,1,1,1,0,1,1,0,48,8,0,2,6.5
1,0,1,1,1,0,1,1,0,8,8,0,3,1.33
1,0,1,1,1,1,1,1,0,8,160,0,1,2.37
1,0,1,0,1,1,1,1,1,8,320,0,1,2.16
1,0,1,0,1,0,0,1,1,44,160,0,2,7.62
1,0,1,1,1,0,1,1,0,8,8,0,3,1.32
1,0,1,1,1,1,1,1,0,48,320,0,1,7.03
1,0,1,1,1,0,1,1,0,22,320,0,1,3.87
1,0,1,0,1,1,1,1,1,44,160,0,1,7.66
1,1,1,0,1,0,1,1,0,8,8,0,2,1.85
1,0,1,1,1,1,1,1,0,44,320,0,1,6.79
1,1,1,0,1,0,1,1,0,22,8,0,4,2.72
1,0,1,0,1,0,1,1,1,22,160,0,4,4.82
1,0,1,0,0,0,1,1,1,22,8,2,2,3.93
1,0,1,0,1,0,1,1,1,8,160,0,1,1.94
1,0,1,1,1,0,1,1,0,44,320,0,2,6.91
1,0,1,0,1,0,1,1,1,22,320,0,2,4.79
1,0,0,1,1,0,1,1,0,22,160,0,2,3.71
1,0,1,1,1,0,1,1,0,8,320,0,3,1.81
1,0,1,0,1,0,1,1,1,44,320,0,2,7.9
1,0,1,1,1,0,1,1,0,48,320,0,2,7.02
1,0,1,0,1,0,1,1,1,8,8,0,3,1.64
0,0,1,0,1,0,1,1,1,22,160,0,1,4.99
1,0,1,1,1,0,1,1,0,8,8,0,4,1.34
1,0,1,0,1,0,1,1,1,22,320,0,1,4.88
1,0,1,1,1,0,1,1,0,22,320,0,2,4.96
1,1,1,0,0,1,1,1,0,22,8,0,1,2.7
1,1,1,0,1,0,1,1,0,44,320,0,2,5.51
1,0,1,1,1,0,1,1,0,22,320,0,4,4.09
1,1,1,0,1,0,1,1,0,8,320,0,3,1.54
1,0,1,0,1,0,1,1,1,8,320,0,2,3.15
1,0,1,0,1,0,1,1,1,22,320,0,1,5.01
1,1,1,0,1,0,0,1,0,8,8,0,3,1.07
1,0,1,1,1,0,1,1,0,48,320,0,3,6.97
1,1,1,0,1,0,1,1,0,22,320,0,2,3.1
1,0,1,0,1,0,1,1,1,22,320,0,2,4.85
1,1,1,0,1,0,1,1,0,8,320,0,3,1.55
1,1,1,0,1,0,1,1,0,22,8,0,4,2.72
1,0,1,1,1,0,1,1,0,8,320,0,3,1.72
1,0,1,0,1,0,1,1,1,48,320,0,2,8.95
1,0,1,0,1,0,1,1,1,44,320,0,2,9.76
1,0,1,1,1,0,1,1,0,8,320,0,3,1.77
1,0,1,0,1,0,1,1,1,48,320,0,2,8.47
1,0,1,1,0,0,1,1,0,48,8,0,3,6.48
1,0,1,0,1,0,1,1,1,22,160,0,2,4.52
1,0,1,0,1,0,1,1,1,22,160,0,1,4.62
1,1,1,0,1,0,1,1,0,22,320,0,2,3.14
1,0,0,1,1,0,1,1,0,8,320,0,3,1.78
1,1,1,0,1,1,1,1,0,22,320,0,1,3.25
1,0,1,0,1,1,1,1,1,44,320,0,1,8.09
1,0,1,0,1,0,1,1,1,44,320,0,2,8.05
1,0,1,1,1,0,1,1,0,22,160,0,2,4.07
0,0,1,0,1,0,1,1,1,44,160,0,2,7.76
1,0,1,1,1,0,1,1,0,22,320,0,1,4.27
1,0,1,0,0,1,1,1,1,22,8,0,1,4.19
1,0,1,1,1,0,1,1,0,22,160,0,3,3.7
1,0,1,0,1,0,1,1,1,44,320,0,3,7.95
1,1,1,0,1,0,1,1,0,8,8,0,4,1.8
1,0,1,0,1,0,1,1,1,22,320,0,4,4.9
1,0,1,0,1,0,0,1,1,44,320,0,3,8.62
1,0,1,0,1,0,1,1,1,8,160,0,3,2.0
1,1,1,0,1,0,1,1,0,48,8,0,3,4.83
1,0,1,0,1,0,1,1,1,22,320,0,1,5.04
1,0,1,0,1,0,1,1,1,44,320,0,3,8.54
1,0,1,0,1,0,1,1,1,44,160,0,4,8.12
1,1,1,0,1,0,1,1,0,8,8,0,1,1.07
1,0,1,1,1,0,1,1,0,22,8,0,3,3.55
1,0,1,1,1,0,1,1,0,8,160,0,1,2.42
1,0,1,1,1,1,1,1,0,8,320,0,1,1.78
1,0,1,0,1,0,1,1,1,22,8,0,1,4.19
1,0,1,0,1,0,1,1,1,8,8,0,4,1.73
1,0,1,1,0,0,1,1,0,8,160,0,3,1.41
1,0,1,1,1,0,1,1,0,8,8,0,3,1.29
1,0,1,0,1,1,1,1,1,48,320,0,1,8.39
1,0,1,0,1,0,1,1,1,8,8,0,3,1.7
1,0,0,0,1,1,1,1,1,48,320,0,1,8.53
1,0,1,1,1,0,1,1,0,8,8,0,3,1.3
1,0,1,0,1,1,1,1,1,44,320,0,1,8.02
1,0,1,1,1,0,1,1,0,8,160,0,3,1.51
1,0,1,1,1,0,1,1,0,22,160,0,3,3.85
0,0,1,0,1,0,1,1,1,22,160,0,1,4.62
1,0,1,0,1,0,1,1,1,48,160,0,2,10.25
1,0,1,1,0,1,1,1,0,22,8,2,1,3.05
1,1,1,0,1,0,1,1,0,48,320,0,2,5.35
1,0,1,0,1,0,1,1,1,44,160,0,4,7.57
1,1,1,0,1,0,1,1,0,22,8,0,2,2.69
1,0,1,0,1,0,1,1,1,22,320,0,4,7.19
1,0,1,0,1,0,1,1,1,44,160,0,4,7.57
1,0,1,1,1,0,0,1,0,44,320,0,4,6.94
1,1,1,0,1,1,1,1,0,8,160,0,1,1.3
1,1,1,0,1,1,1,1,0,22,320,0,1,3.12
1,0,1,0,1,0,1,1,1,22,8,0,1,4.22
1,0,1,0,1,0,1,1,1,44,320,0,2,8.33
1,0,1,0,1,0,1,1,1,8,8,0,2,1.69
1,0,1,0,1,1,1,1,1,8,320,0,1,2.08
1,0,1,0,1,0,1,1,1,8,320,0,2,2.15
1,0,1,0,1,0,1,1,1,48,8,0,4,7.9
1,0,1,1,1,0,1,1,0,8,160,0,3,1.55
1,0,1,0,0,0,1,1,1,8,8,0,2,1.69
1,1,1,0,1,0,1,1,0,44,320,0,3,5.31
1,1,1,0,1,0,1,1,0,22,8,0,1,2.68
1,0,1,0,1,0,1,1,1,48,320,0,2,8.99
1,1,0,0,1,0,1,1,0,22,160,0,4,3.01
1,0,1,1,1,0,1,1,0,48,8,0,3,6.52
1,0,1,1,1,0,1,1,0,8,160,0,3,1.61
1,0,1,0,1,0,1,1,1,48,160,0,4,8.33
1,0,1,1,1,0,1,1,0,48,8,0,3,6.47
0,0,1,1,1,0,1,1,0,8,160,0,3,1.6
1,0,1,0,0,0,1,1,1,48,8,0,2,11.09
1,0,1,0,1,1,1,1,1,48,320,0,1,10.99
1,0,1,0,1,0,1,1,1,44,160,0,1,10.6
1,0,1,1,1,0,1,1,0,8,160,0,2,2.43
1,0,1,0,1,0,1,1,1,48,320,0,2,10.51
1,0,1,0,1,1,0,1,1,8,160,0,1,2.93
1,1,1,0,1,0,1,1,0,8,8,0,3,1.88
1,0,1,1,1,0,1,1,0,8,320,0,3,2.62
1,1,1,0,1,0,1,1,0,22,160,0,2,4.71
1,0,1,0,1,0,1,1,1,22,8,0,2,6.03
1,0,1,0,1,0,1,1,1,22,160,0,1,5.7
1,0,1,0,1,0,1,1,1,48,160,0,4,10.21
1,0,1,1,1,0,1,1,0,48,160,0,3,9.24
1,1,1,0,1,0,1,1,0,22,8,0,4,4.01
1,1,1,0,1,1,1,1,0,22,8,0,1,3.91
1,1,1,0,1,0,1,1,0,22,8,0,2,4.08
1,1,1,0,1,0,1,1,0,8,160,0,1,2.15
1,0,1,0,0,0,1,1,1,44,8,2,3,10.01
1,0,1,1,1,0,1,1,0,48,8,0,2,7.01
1,1,1,0,1,0,1,1,0,44,160,0,2,7.38
1,0,1,0,1,0,1,1,1,22,8,0,4,5.72
1,0,0,0,1,0,1,1,1,8,320,0,2,3.26
1,0,1,0,1,0,1,1,1,8,160,0,3,3.09
1,0,1,1,1,0,1,1,0,44,160,0,4,7.63
1,0,1,0,1,0,1,1,1,48,160,0,2,10.33
1,0,1,0,1,0,1,1,1,8,160,0,4,2.96
1,0,1,1,0,0,1,1,0,8,8,1,4,1.09
1,0,1,0,0,0,1,1,1,44,8,0,3,7.38
1,0,1,0,0,0,1,1,1,44,8,0,2,6.74
1,0,1,0,0,0,1,1,1,8,8,0,4,2.5
1,1,1,0,0,0,1,1,0,48,8,2,2,4.37
1,1,1,0,0,0,0,1,0,48,8,0,3,5.19
1,1,1,0,0,0,1,1,0,8,8,2,2,0.84
1,0,1,0,0,0,1,1,1,8,8,0,3,1.43
1,0,1,0,0,0,1,1,1,44,8,0,3,7.73
1,1,1,0,0,0,1,1,0,22,8,0,2,2.68
1,0,1,0,0,0,1,1,1,8,8,0,1,1.63
1,0,1,1,0,0,1,1,0,44,8,0,3,5.99
1,1,1,0,0,1,1,1,0,44,8,0,1,7.74
1,1,1,0,0,0,1,1,0,44,8,0,3,4.79
1,0,1,1,0,0,1,1,0,48,8,0,2,6.58
1,0,1,0,0,0,1,1,1,48,8,0,3,7.73
1,1,1,0,0,0,1,1,0,22,8,0,3,2.41
1,1,1,0,0,0,1,1,0,44,8,0,3,4.58
1,0,1,0,0,0,1,1,1,44,8,0,2,7.41
1,0,1,0,0,0,1,1,1,8,8,1,2,1.43
1,0,0,0,0,0,1,1,1,8,8,1,4,1.43
1,0,1,1,0,1,1,1,0,8,8,1,1,1.09
1,0,1,1,0,1,1,1,0,8,8,0,1,1.32
1,0,1,1,0,0,1,1,0,22,8,0,1,3.06
1,0,1,0,0,0,1,1,1,22,8,2,3,3.94
0,0,1,1,0,0,1,1,0,22,8,0,3,3.43
1,1,1,0,1,0,1,1,0,8,8,0,2,1.02
1,0,1,1,1,0,1,1,0,44,320,0,2,6.79
1,0,1,1,1,0,1,1,0,8,320,0,2,2.65
1,0,1,1,1,1,1,1,0,8,160,0,1,1.54
1,0,1,0,1,0,0,1,1,44,320,0,2,7.97
1,0,1,0,1,0,1,1,1,48,160,0,4,8.12
1,0,1,1,1,0,1,1,0,44,320,0,4,6.84
1,1,1,0,1,0,1,1,0,8,320,0,2,1.55
1,0,1,1,1,0,1,1,0,22,160,0,2,3.88
1,1,1,0,1,0,1,1,0,8,8,0,3,1.07
1,1,1,0,1,0,1,1,0,8,8,0,2,1.12
1,0,1,1,1,0,1,1,0,22,160,0,2,5.63
1,0,1,1,1,1,1,1,0,8,8,0,1,1.3
1,0,1,0,1,0,1,1,1,22,160,0,3,4.8
1,0,1,1,1,0,1,1,0,44,160,0,4,6.52
1,0,1,1,0,0,1,1,0,22,8,0,3,3.24
1,0,1,1,1,0,1,1,0,48,320,0,2,7.02
1,0,1,0,1,0,1,1,1,22,8,0,4,4.24
1,0,1,0,1,0,1,1,1,8,160,0,2,1.98
1,1,0,0,1,0,1,1,0,8,320,0,3,1.51
1,0,1,0,1,0,1,1,1,22,8,0,2,4.18
1,0,1,0,1,0,1,1,1,44,8,0,4,7.25
1,1,1,0,1,0,1,1,0,8,160,0,2,1.29
1,0,1,1,1,0,1,1,0,44,320,0,4,6.72
0,0,1,0,1,0,1,1,1,8,320,0,1,2.18
1,1,1,0,1,0,1,1,0,48,320,0,2,5.42
1,1,1,0,1,0,1,1,0,48,320,0,2,7.08
1,0,1,0,1,0,1,1,1,8,8,0,3,1.75
1,0,1,1,1,0,0,1,0,8,8,0,4,1.33
1,0,1,0,1,0,1,1,1,48,320,0,3,8.49
1,1,1,0,1,0,1,1,0,22,320,0,2,3.13
1,1,1,0,1,0,1,1,0,22,160,0,1,3.06
1,1,1,0,1,0,1,1,0,48,8,0,3,4.86
1,0,1,1,1,0,1,1,0,22,8,0,4,3.36
1,1,1,0,1,0,1,1,0,48,320,0,2,5.4
1,0,1,0,1,0,1,1,1,48,160,0,2,10.51
1,1,1,0,1,0,1,1,0,8,8,0,3,1.06
1,0,1,0,1,0,1,1,1,22,160,0,2,4.73
1,0,1,1,1,0,1,1,0,8,320,0,3,1.77
1,0,1,0,0,0,1,1,1,48,8,0,3,8.04
1,0,1,0,1,0,1,1,1,22,160,0,4,4.68
1,0,1,1,1,0,1,1,0,44,8,0,4,6.02
1,0,1,0,1,0,1,1,1,8,8,0,4,1.66
1,0,1,1,1,0,1,1,0,8,8,0,2,1.39
1,0,1,0,1,0,1,1,1,48,320,0,3,8.53
1,1,1,0,1,0,1,1,0,48,160,0,3,5.05
1,0,1,0,1,0,1,1,1,22,8,0,2,4.29
1,1,1,0,1,0,1,1,0,48,8,0,2,5.46
1,1,1,0,1,0,0,1,0,48,8,0,1,5.24
1,0,1,0,1,0,1,1,1,8,160,0,4,1.92
1,0,1,0,1,1,1,1,1,48,320,0,1,8.36
1,0,1,1,1,0,1,1,0,44,320,0,3,7.13
1,1,1,0,1,0,1,1,0,8,160,0,3,1.3
1,0,1,0,1,0,1,1,1,22,160,0,3,4.53
1,0,1,0,1,0,1,1,1,48,320,0,1,8.39
1,0,1,0,1,0,1,1,1,48,320,0,3,10.22
1,1,1,0,1,0,1,1,0,8,8,0,2,1.01
1,0,1,0,1,0,1,1,1,22,8,0,2,4.24
1,1,1,0,1,1,1,1,0,22,160,0,1,4.6
1,0,1,0,0,0,1,1,1,8,8,0,1,1.43
1,0,1,0,1,0,1,1,1,44,160,0,3,7.64
1,0,1,0,1,0,1,1,1,44,8,0,4,7.17
1,0,0,0,1,0,1,1,1,48,320,0,2,8.41
1,0,1,0,1,1,1,1,1,48,320,0,1,8.4
1,1,1,0,1,0,1,1,0,8,8,0,2,1.02
1,1,1,0,1,0,1,1,0,8,160,0,3,1.3
1,0,1,1,1,0,1,1,0,22,320,0,3,3.79
0,0,1,0,1,0,1,1,1,8,8,0,2,1.67
1,0,1,0,1,0,1,1,1,44,160,0,2,11.62
1,0,1,1,1,0,0,1,0,48,160,0,2,7.92
1,1,1,0,1,0,1,1,0,44,8,0,4,5.08
1,0,1,1,1,0,1,1,0,8,8,0,1,2.02
1,1,1,0,1,0,1,1,0,22,8,0,4,4.29
1,0,1,1,1,0,1,1,0,44,160,0,2,9.53
1,0,1,1,1,0,1,1,0,22,8,0,3,4.48
1,1,1,0,1,0,1,1,0,8,8,0,4,1.8
1,0,1,0,1,0,1,1,1,48,160,0,3,10.24
1,0,1,0,1,0,1,1,1,22,160,0,4,5.74
1,0,1,0,1,0,1,1,1,44,320,0,1,10.45
1,0,1,0,1,1,1,1,1,22,160,0,1,6.52
1,0,1,0,1,0,1,1,1,22,160,0,1,6.01
1,1,1,0,0,0,1,1,0,22,8,0,1,3.86
1,1,1,0,1,0,1,1,0,8,8,0,2,1.75
1,1,1,0,1,0,1,1,0,48,160,0,1,7.19
1,1,1,0,1,0,1,1,0,8,320,0,3,2.36
1,0,0,1,1,0,1,1,0,8,160,0,1,2.43
1,1,1,0,1,0,1,1,0,8,160,0,4,2.21
1,1,1,0,1,0,1,1,0,48,320,0,1,7.08
1,0,1,1,1,0,1,1,0,8,8,0,2,2.0
0,0,1,0,1,0,1,1,1,44,320,0,2,9.79
1,0,1,1,1,0,0,1,0,8,160,0,3,1.54
1,0,1,0,1,0,1,1,1,44,320,0,3,8.15
1,0,1,1,1,0,1,1,0,8,320,0,3,1.84
1,0,1,0,1,0,1,1,1,48,320,0,3,8.35
1,0,1,0,1,0,1,1,1,22,320,0,4,4.79
1,0,1,0,1,1,1,1,1,22,320,0,1,4.82
1,1,1,0,1,0,1,1,0,48,8,0,3,5.3
1,0,1,1,1,0,1,1,0,22,320,0,3,3.86
1,0,1,0,1,0,1,1,1,44,160,0,1,7.64
1,0,1,0,0,0,1,1,1,44,8,1,3,6.73
1,0,1,0,1,0,1,1,1,8,8,0,3,1.78
1,0,1,0,1,1,1,1,1,48,320,0,1,8.4
1,0,1,0,1,0,1,1,1,8,8,0,3,1.73
1,1,0,0,1,0,1,1,0,22,160,0,2,2.91
1,0,1,0,1,0,1,1,1,8,160,0,3,2.01
1,0,1,0,1,0,1,1,1,22,160,0,4,4.53
1,0,1,1,1,0,1,1,0,22,320,0,1,3.92
1,0,1,0,1,0,1,1,1,44,320,0,2,8.49
